hsa-miR-378a-3p,VIM
hsa-miR-941,KDM6B
hsa-miR-708-5p,AKT1
hsa-miR-708-5p,CCND1
hsa-miR-708-5p,MMP2
hsa-miR-708-5p,EZH2
hsa-miR-708-5p,PARP1
hsa-miR-708-5p,BCL2
hsa-miR-24-1-5p,FOXM1
hsa-miR-33a-5p,ACTB
hsa-miR-21-5p,PSMD9
hsa-miR-21-5p,COX2
hsa-miR-107,LIN28A
hsa-miR-196b-5p,PIK3CG
hsa-miR-196b-5p,AKT1
hsa-miR-196b-5p,MTOR
hsa-miR-21-5p,ABCB1
hsa-miR-34a-5p,PIK3CG
hsa-miR-34a-5p,AKT1
hsa-miR-27b-3p,UCA1
hsa-miR-95-5p,ESR2
hsa-miR-7-5p,IGF1R
hsa-miR-26a-5p,CKS2
hsa-miR-21-5p,NFIA
hsa-miR-181b-5p,NFIA
hsa-miR-146a-5p,ROCK1
hsa-miR-29b-3p,CDK6
hsa-miR-92a-3p,ESR2
hsa-miR-29a-3p,ZFP36
hsa-miR-181a-5p,SIRT1
hsa-miR-182-5p,CREB1
hsa-miR-130a-3p,ESR1
hsa-miR-142-3p,RAC1
hsa-miR-511-5p,TRIB2
hsa-miR-1297,TRIB2
hsa-miR-122-5p,ZNF395
hsa-miR-122-5p,SOCS1
hsa-miR-490-3p,ERGIC3
hsa-miR-1291,ERN1
hsa-miR-7-5p,SKP2
hsa-miR-98-5p,CCND2
hsa-miR-24-3p,AGPAT2
hsa-miR-31-5p,WASF3
hsa-miR-9-5p,NR2E1
hsa-miR-155-5p,FADD
hsa-miR-375,ELAVL4
hsa-miR-214-3p,PLXNB1
hsa-miR-10a-5p,EPHA4
hsa-miR-24-3p,H2AFX
hsa-miR-24-1-5p,SLITRK1
hsa-miR-370-3p,TGFBR2
hsa-miR-10b-5p,NF1
hsa-miR-30b-5p,SERPINE1
hsa-miR-128-3p,WEE1
hsa-miR-27a-3p,WEE1
hsa-miR-27b-3p,WEE1
hsa-miR-181a-5p,TERT
hsa-miR-92b-3p,SLC15A1
hsa-miR-30b-5p,ATG12
hsa-miR-203a-3p,RAN
hsa-miR-30b-5p,BECN1
hsa-miR-137,SLC6A3
hsa-miR-491-5p,SLC6A3
hsa-miR-7-5p,BCL2
hsa-miR-26a-5p,PTEN
hsa-miR-26a-5p,MAP3K2
hsa-miR-26a-5p,RB1
hsa-miR-378a-3p,NPNT
hsa-miR-378a-3p,GALNT7
hsa-miR-23a-3p,IL6R
hsa-miR-214-3p,MAP2K3
hsa-miR-214-3p,MAPK8
hsa-miR-146a-5p,FAF1
hsa-miR-519d-3p,MKI67
hsa-miR-15a-5p,RECK
hsa-miR-145-5p,HOXA9
hsa-miR-9-5p,NFKB1
hsa-miR-20a-5p,APP
hsa-miR-181c-5p,BCL2
hsa-miR-130b-3p,PPARG
hsa-miR-191-5p,NDST1
hsa-miR-1-3p,FN1
hsa-miR-93-5p,PTEN
hsa-miR-10a-5p,ACTG1
hsa-miR-17-5p,DAPK3
hsa-miR-218-5p,HMGB1
hsa-miR-181b-5p,CREB1
hsa-miR-363-3p,HIVEP1
hsa-miR-23a-3p,PPP2R5E
hsa-miR-495-3p,ATP7A
hsa-miR-223-3p,ABCB1
hsa-miR-495-3p,FOXC1
hsa-miR-320a,VIM
hsa-miR-320a,USP14
hsa-miR-10a-5p,MMP14
hsa-miR-362-3p,BCAR1
hsa-miR-329-3p,BCAR1
hsa-miR-615-5p,RAB24
hsa-miR-212-3p,SMAD2
hsa-miR-132-3p,SMAD2
hsa-miR-494-5p,DPYD
hsa-miR-20a-5p,DAPK3
hsa-miR-126-3p,HOXA9
hsa-miR-16-5p,BMI1
hsa-miR-484,SMAD2
hsa-miR-365a-3p,PAX6
hsa-miR-627-5p,KDM3A
hsa-miR-484,ZEB1
hsa-miR-24-3p,BCAR1
hsa-let-7b-5p,TGFBR1
hsa-miR-148a-3p,DNMT3B
hsa-miR-124-3p,AMOTL1
hsa-miR-221-3p,HOXB5
hsa-miR-218-5p,RICTOR
hsa-miR-218-5p,CDK6
hsa-miR-542-3p,ILK
hsa-miR-338-3p,PLA2G4B
hsa-miR-34a-5p,NOTCH2
hsa-miR-183-5p,ITGB1
hsa-miR-183-5p,KIF2A
hsa-miR-148a-3p,MET
hsa-miR-1-3p,PTMA
hsa-miR-1-3p,XPO6
hsa-miR-1-3p,LASP1
hsa-miR-1-3p,NOTCH3
hsa-miR-26a-5p,GSK3B
hsa-miR-483-3p,RASGRF1
hsa-miR-483-3p,CDK4
hsa-miR-145-5p,CAMK1D
hsa-miR-20a-5p,TGFBR2
hsa-miR-124-3p,SNAI2
hsa-let-7b-5p,CCNA2
hsa-miR-20a-5p,ZFYVE9
hsa-miR-34a-5p,STMN1
hsa-miR-20a-5p,TGFBR1
hsa-let-7b-5p,CCND1
hsa-miR-204-5p,MAP1LC3B
hsa-miR-29b-3p,PTEN
hsa-miR-26a-5p,SMAD1
hsa-miR-125b-5p,EIF4EBP1
hsa-miR-17-5p,TGFBR2
hsa-miR-203a-3p,JUN
hsa-miR-17-5p,ZFYVE9
hsa-miR-134-5p,OPRM1
hsa-miR-548j-5p,TNS1
hsa-miR-145-5p,FSCN1
hsa-miR-200c-3p,PRKCZ
hsa-miR-26a-5p,EZH2
hsa-miR-98-5p,EZH2
hsa-miR-21-5p,EIF4A2
hsa-miR-21-5p,ANKRD46
hsa-miR-495-3p,PBX3
hsa-miR-495-3p,MEIS1
hsa-miR-145-5p,VEGFA
hsa-miR-9-5p,ID2
hsa-miR-103a-3p,ID2
hsa-miR-145-5p,NRAS
hsa-miR-125b-5p,ERBB3
hsa-miR-625-5p,ILK
hsa-miR-210-3p,TFRC
hsa-miR-7-5p,PTK2
hsa-miR-199a-5p,ERBB2
hsa-miR-31-5p,MET
hsa-miR-199a-5p,ERBB3
hsa-miR-31-5p,SRC
hsa-miR-31-5p,MAP4K4
hsa-miR-31-5p,RAB27A
hsa-miR-483-5p,FAM160B2
hsa-miR-101-3p,CFTR
hsa-miR-144-3p,CFTR
hsa-miR-100-5p,NCOR2
hsa-miR-320a,RAC1
hsa-miR-19b-3p,TP53
hsa-miR-21-5p,ISCU
hsa-miR-96-5p,KRAS
hsa-miR-100-5p,PLK1
hsa-miR-124-3p,IQGAP1
hsa-miR-124-3p,LAMC1
hsa-miR-124-3p,ITGB1
hsa-miR-203a-3p,BCL2L2
hsa-miR-34c-5p,BMF
hsa-miR-34a-5p,CD24
hsa-miR-34a-5p,SRC
hsa-miR-30c-5p,NOTCH1
hsa-miR-152-3p,DNMT1
hsa-miR-708-5p,EYA3
hsa-miR-134-5p,ANGPTL4
hsa-miR-221-3p,BBC3
hsa-miR-222-3p,BBC3
hsa-miR-199a-5p,TMEM54
hsa-miR-1280,ROCK1
hsa-miR-203a-3p,ZEB2
hsa-miR-203a-3p,BMI1
hsa-miR-203a-3p,RUNX2
hsa-miR-203a-3p,SMAD4
hsa-miR-203a-3p,E2F1
hsa-miR-203a-3p,MMP10
hsa-miR-203a-3p,DLX5
hsa-miR-21-5p,MSH2
hsa-miR-153-3p,PPM1D
hsa-miR-145-5p,PPM1D
hsa-miR-203a-3p,PPM1D
hsa-miR-217,PPM1D
hsa-miR-34a-5p,ZAP70
hsa-miR-34b-3p,ZAP70
hsa-miR-34c-5p,ZAP70
hsa-miR-15a-5p,TP53
hsa-miR-16-5p,TP53
hsa-miR-204-5p,EZR
hsa-miR-125b-5p,ETS1
hsa-miR-27b-3p,VDR
hsa-miR-27b-3p,CYP3A4
hsa-miR-196a-5p,FOXO1
hsa-miR-138-5p,S100A1
hsa-miR-17-5p,PHLPP1
hsa-miR-18a-5p,PHLPP1
hsa-miR-19a-3p,PHLPP1
hsa-miR-92a-3p,PHLPP1
hsa-miR-20a-5p,PHLPP2
hsa-miR-17-5p,STAT3
hsa-miR-125b-5p,AHRR
hsa-miR-107,CHGA
hsa-miR-137,MSI1
hsa-miR-125b-5p,ANGPT2
hsa-miR-196a-5p,CDKN1A
hsa-miR-29b-3p,MYC
hsa-miR-129-2-3p,MYC
hsa-miR-133b,CDC42
hsa-miR-29a-3p,GLUL
hsa-miR-218-5p,BIRC5
hsa-miR-218-5p,GJA1
hsa-miR-218-5p,ROBO1
hsa-miR-34a-5p,PDGFRA
hsa-miR-204-5p,IGFBP2
hsa-miR-203a-3p,STAT1
hsa-miR-650,IFIT2
hsa-miR-663a,APC
hsa-miR-18a-5p,SMAD4
hsa-miR-204-5p,BCL2L2
hsa-miR-204-5p,BIRC2
hsa-miR-204-5p,M6PR
hsa-miR-133b,RHOA
hsa-let-7b-5p,NR2E1
hsa-miR-328-3p,ABCG2
hsa-miR-29b-3p,SP1
hsa-miR-206,ESR1
hsa-miR-203a-3p,UVRAG
hsa-miR-519c-3p,ABCG2
hsa-miR-200c-3p,ZEB2
hsa-miR-124-3p,MAPK14
hsa-miR-122-5p,AKT3
hsa-miR-125b-5p,BMF
hsa-miR-29b-3p,DNMT1
hsa-miR-143-3p,COL1A1
hsa-miR-218-5p,SP1
hsa-miR-145-5p,MYC
hsa-miR-17-5p,MAPK9
hsa-miR-127-3p,BCL6
hsa-miR-378a-3p,MYC
hsa-miR-378a-3p,TOB2
hsa-miR-1226-3p,MUC1
hsa-miR-22-3p,MYCBP
hsa-miR-519a-3p,YES1
hsa-miR-519a-3p,DICER1
hsa-miR-374a-5p,DICER1
hsa-miR-374a-5p,ATM
hsa-miR-374a-5p,GADD45A
hsa-miR-181a-5p,DDIT4
hsa-miR-181a-5p,HIPK2
hsa-miR-630,BCL2
hsa-miR-630,BCL2L2
hsa-miR-630,YAP1
hsa-miR-99a-5p,IGF1R
hsa-miR-200b-3p,BMI1
hsa-miR-23a-3p,FOXO3
hsa-miR-138-5p,CCND3
hsa-miR-21-5p,DOCK4
hsa-miR-21-5p,DOCK5
hsa-miR-21-5p,DOCK7
hsa-miR-449a,SIRT1
hsa-miR-22-3p,TCEAL1
hsa-miR-34a-5p,FOSL1
hsa-miR-200c-3p,XIAP
hsa-miR-26a-5p,ABCA1
hsa-miR-26a-5p,ARL4C
hsa-miR-26b-5p,ABCA1
hsa-miR-26b-5p,ARL4C
hsa-miR-9-5p,SRF
hsa-miR-200a-3p,SRF
hsa-miR-302c-3p,BMPR2
hsa-miR-212-3p,KCNJ2
hsa-miR-124-3p,CAPNS1
hsa-miR-26b-5p,CHORDC1
hsa-miR-376b-3p,BECN1
hsa-miR-30c-2-3p,BCL9
hsa-miR-203a-3p,CAV1
hsa-miR-152-3p,CSF1
hsa-miR-181a-5p,ATG5
hsa-miR-494-3p,SDC1
hsa-miR-29c-3p,PTEN
hsa-miR-20b-5p,MAPK9
hsa-miR-106a-5p,MAPK9
hsa-miR-17-5p,LIMK1
hsa-miR-20b-5p,LIMK1
hsa-miR-106a-5p,LIMK1
hsa-miR-187-3p,TNF
hsa-let-7g-5p,CASP3
hsa-miR-16-5p,BIRC5
hsa-miR-603,CCND1
hsa-miR-603,CCND2
hsa-miR-10b-5p,PTEN
hsa-miR-7-5p,KLF4
hsa-miR-148a-3p,BCL2L11
hsa-miR-137,NCOA3
hsa-miR-214-3p,BIRC5
hsa-miR-148a-3p,ERRFI1
hsa-miR-96-5p,TRIB3
hsa-miR-128-3p,MAPK14
hsa-miR-34c-5p,FOSL1
hsa-miR-126-5p,MYC
hsa-miR-638,STARD10
hsa-miR-30c-2-3p,ATF3
hsa-miR-184,ZFPM2
hsa-miR-184,PDGFB
hsa-miR-184,PLPP3
hsa-miR-150-3p,CTNNB1
hsa-miR-133b,NUP214
hsa-miR-132-3p,AGO2
hsa-miR-139-5p,PDE4D
hsa-miR-200c-3p,DNAJC3
hsa-miR-200c-3p,JAZF1
hsa-miR-200c-3p,RPS6KB1
hsa-miR-520a-3p,TGFBR2
hsa-miR-125a-5p,STAT3
hsa-miR-200c-3p,BMI1
hsa-miR-29c-3p,COL3A1
hsa-miR-155-5p,SMAD5
hsa-miR-29c-3p,DNMT3A
hsa-miR-181a-5p,BCL2
hsa-miR-200c-3p,FN1
hsa-miR-193a-5p,TP73
hsa-miR-30e-5p,MYBL2
hsa-miR-143-3p,SERPINE1
hsa-miR-145-5p,SERPINE1
hsa-miR-200c-3p,MSN
hsa-miR-200c-3p,NTRK2
hsa-miR-192-5p,RB1
hsa-miR-23a-3p,FANCG
hsa-miR-216b-5p,CSNK2A1
hsa-miR-337-3p,CSNK2A1
hsa-miR-760,CSNK2A1
hsa-miR-186-5p,CSNK2A1
hsa-miR-124-3p,AKT2
hsa-miR-320a,VDAC1
hsa-miR-376b-3p,ATG4C
hsa-miR-134-5p,KRAS
hsa-miR-520d-3p,EPHA2
hsa-miR-183-5p,ZEB1
hsa-miR-96-5p,ZEB1
hsa-miR-183-5p,SNAI2
hsa-miR-96-5p,SNAI2
hsa-miR-134-5p,STAT5B
hsa-miR-29a-3p,RNASEL
hsa-miR-149-5p,MTHFR
hsa-miR-22-3p,MTHFR
hsa-miR-381-5p,NEFL
hsa-miR-299-5p,SPP1
hsa-miR-142-3p,DOCK6
hsa-let-7b-5p,CDC34
hsa-let-7b-5p,IGF2BP1
hsa-let-7a-5p,HRAS
hsa-let-7a-5p,IGF2BP1
hsa-let-7a-5p,CDC34
hsa-let-7b-5p,HRAS
hsa-miR-376a-5p,RAP2A
hsa-miR-376a-5p,AMFR
hsa-miR-29a-3p,ELN
hsa-miR-132-3p,RASA1
hsa-miR-21-5p,SMAD7
hsa-miR-34c-5p,E2F3
hsa-let-7c-5p,HMGA2
hsa-miR-155-5p,SDCBP
hsa-miR-155-5p,CLDN1
hsa-miR-155-5p,ANXA2
hsa-miR-155-5p,DOCK1
hsa-miR-30c-5p,CTGF
hsa-miR-10b-5p,CSMD1
hsa-miR-369-3p,PKM
hsa-miR-449a,RRAS
hsa-miR-451a,CAB39
hsa-miR-195-5p,CAB39
hsa-miR-346,TAP1
hsa-miR-29c-3p,RCC2
hsa-miR-302b-3p,TGFBR2
hsa-miR-372-3p,TGFBR2
hsa-miR-372-3p,RHOC
hsa-miR-302b-3p,RHOC
hsa-miR-26b-5p,GATA4
hsa-miR-199a-3p,CD44
hsa-miR-183-5p,IDH2
hsa-miR-7-5p,SNCA
hsa-miR-200a-3p,CTNNB1
hsa-miR-200b-3p,ETS1
hsa-miR-34a-5p,MAGEA6
hsa-miR-34a-5p,MAGEA3
hsa-miR-34a-5p,MAGEA2
hsa-miR-153-3p,SNCA
hsa-miR-126-3p,PIK3CG
hsa-miR-24-3p,NOS3
hsa-let-7c-5p,ITGB3
hsa-let-7c-5p,MAP4K3
hsa-miR-17-5p,KAT2B
hsa-miR-195-5p,RPS6KB1
hsa-miR-24-3p,SP1
hsa-miR-9-5p,PRTG
hsa-miR-20a-5p,PRKG1
hsa-miR-494-3p,CXCR4
hsa-miR-204-5p,HMX1
hsa-miR-211-5p,HMX1
hsa-miR-338-3p,HIF1A
hsa-miR-145-5p,MTDH
hsa-miR-184,PKM
hsa-miR-124-3p,RAP2A
hsa-miR-9-5p,RAP2A
hsa-miR-34a-5p,ANK3
hsa-miR-34a-5p,CACNB3
hsa-miR-221-3p,ETS1
hsa-miR-31-5p,SELE
hsa-miR-17-3p,ICAM1
hsa-miR-1202,GRM4
hsa-miR-23a-3p,HSP90AA1
hsa-miR-103a-3p,CACNA1C
hsa-miR-133a-3p,FTL
hsa-miR-141-3p,STAT5A
hsa-miR-133b,TAGLN2
hsa-miR-33a-5p,MYC
hsa-miR-193a-3p,SLC7A5
hsa-miR-199a-5p,CDH1
hsa-miR-21-5p,PPARA
hsa-miR-21-5p,VHL
hsa-miR-486-5p,DOCK3
hsa-miR-383-5p,CCND1
hsa-miR-506-3p,SNAI1
hsa-miR-181a-5p,WIF1
hsa-miR-23a-3p,MT2A
hsa-miR-30a-5p,BCL9
hsa-miR-30b-5p,BCL9
hsa-miR-30d-5p,BCL9
hsa-miR-133b,CTGF
hsa-miR-30c-5p,BCL9
hsa-miR-106b-5p,ATG16L1
hsa-miR-93-5p,ATG16L1
hsa-miR-21-5p,TIMP3
hsa-miR-200a-3p,ZEB1
hsa-miR-143-3p,IGF1R
hsa-miR-200b-3p,FERMT2
hsa-miR-182-5p,ZFAND4
hsa-miR-149-5p,GIT1
hsa-miR-1225-5p,IRS1
hsa-miR-33b-5p,ZEB1
hsa-miR-33b-5p,TWIST1
hsa-miR-29b-3p,MMP2
hsa-miR-29c-3p,MMP2
hsa-miR-29b-3p,CCND2
hsa-miR-29c-3p,CCND2
hsa-miR-29b-3p,AKT2
hsa-miR-29c-3p,AKT2
hsa-miR-22-3p,MTA1
hsa-miR-1-5p,CDK4
hsa-miR-1-5p,CDK6
hsa-miR-1-5p,CAPRIN1
hsa-let-7a-5p,HMGA2
hsa-miR-155-5p,IKBKE
hsa-miR-222-3p,SSSCA1
hsa-miR-29b-3p,HMGA2
hsa-miR-409-3p,ANG
hsa-miR-143-3p,BCL2
hsa-miR-155-5p,NFKB1
hsa-miR-125b-5p,MXD1
hsa-miR-200b-3p,MSN
hsa-miR-137,FUNDC1
hsa-miR-137,BNIP3L
hsa-miR-30b-5p,SIX1
hsa-miR-197-3p,CD82
hsa-miR-491-5p,GIT1
hsa-miR-27a-3p,PHLPP2
hsa-miR-222-3p,GAS5
hsa-miR-499a-5p,VAV3
hsa-miR-338-3p,CDH2
hsa-miR-622,LAMC2
hsa-miR-187-3p,S100A4
hsa-miR-15b-5p,OIP5
hsa-miR-200c-3p,USP25
hsa-miR-21-5p,RECK
hsa-miR-145-5p,NEDD9
hsa-miR-494-3p,AKT1
hsa-miR-335-5p,MAPK1
hsa-miR-335-5p,LRG1
hsa-miR-221-3p,TRPS1
hsa-miR-222-3p,TRPS1
hsa-miR-138-5p,RMND5A
hsa-miR-181c-5p,TRIM2
hsa-miR-20a-5p,ATG16L1
hsa-miR-27a-3p,PINK1
hsa-miR-27b-3p,PINK1
hsa-miR-21-5p,MEF2C
hsa-miR-210-3p,STMN1
hsa-miR-210-3p,DIMT1
hsa-miR-203a-3p,GDAP1
hsa-miR-203a-3p,EDNRA
hsa-miR-203a-3p,EYA4
hsa-miR-26a-5p,GDAP1
hsa-miR-200a-3p,GDAP1
hsa-miR-27b-3p,EDNRA
hsa-miR-27b-3p,EYA4
hsa-miR-224-5p,EYA4
hsa-miR-224-5p,EDNRA
hsa-miR-18a-5p,HSF2
hsa-miR-142-5p,SIRT1
hsa-miR-130a-3p,GJA1
hsa-miR-98-5p,NRAS
hsa-miR-197-3p,RAN
hsa-miR-20a-5p,E2F1
hsa-miR-106b-5p,PTEN
hsa-miR-215-5p,RB1
hsa-miR-19b-3p,HIPK1
hsa-miR-92a-3p,HIPK1
hsa-miR-198,NNAT
hsa-miR-1258,MRGPRF
hsa-miR-190b,IGF1
hsa-miR-26a-5p,ADAM17
hsa-miR-200c-3p,MYLK
hsa-miR-200c-3p,SH3PXD2A
hsa-miR-663a,PLOD3
hsa-miR-149-5p,BBC3
hsa-miR-23a-3p,HES1
hsa-miR-195-5p,ATG14
hsa-miR-125a-3p,RHOA
hsa-miR-15b-3p,SIRT4
hsa-miR-150-5p,POLD3
hsa-miR-3163,MSH2
hsa-miR-3163,MSH3
hsa-miR-1246,AXIN2
hsa-miR-1246,GSK3B
hsa-miR-145-5p,ITGB8
hsa-miR-181b-5p,TIMP3
hsa-miR-21-5p,TGFBR2
hsa-miR-196a-5p,HOXB7
hsa-miR-375,MTDH
hsa-miR-96-5p,REV1
hsa-miR-96-5p,RAD51
hsa-miR-204-5p,RUNX2
hsa-miR-218-5p,BMI1
hsa-miR-153-3p,NFE2L2
hsa-miR-31-5p,CREG1
hsa-miR-21-5p,SOX2
hsa-miR-224-5p,PHLPP1
hsa-miR-23a-3p,IRF1
hsa-miR-300,TWIST1
hsa-miR-29b-3p,SERPINH1
hsa-miR-33a-5p,FOSL1
hsa-miR-26b-5p,NR2C2
hsa-miR-26b-5p,TAB1
hsa-miR-181a-5p,RAP1B
hsa-miR-181b-5p,RAP1B
hsa-miR-181c-5p,RAP1B
hsa-miR-181d-5p,RAP1B
hsa-miR-544a,CDH1
hsa-miR-204-5p,CDH1
hsa-miR-204-5p,VIM
hsa-miR-145-5p,DDX6
hsa-miR-190a-5p,MARK2
hsa-miR-204-5p,BDNF
hsa-miR-346,GSK3B
hsa-miR-134-5p,PUM2
hsa-miR-143-3p,DDX6
hsa-miR-107,SALL4
hsa-miR-126-3p,NFKBIA
hsa-miR-142-3p,LRRC32
hsa-let-7c-5p,NUMB
hsa-miR-664b-5p,CCNE2
hsa-miR-769-5p,GSK3B
hsa-miR-29b-3p,AQP4
hsa-miR-127-5p,BLVRB
hsa-miR-139-5p,MET
hsa-miR-875-5p,EGFR
hsa-miR-383-5p,ATR
hsa-miR-26a-5p,ST8SIA4
hsa-miR-26b-5p,ST8SIA4
hsa-miR-23a-3p,SMAD3
hsa-miR-29b-1-5p,STAT3
hsa-miR-675-5p,TGFB1
hsa-miR-224-5p,PHLPP2
hsa-miR-451a,MAPK1
hsa-miR-671-5p,FOXM1
hsa-miR-144-3p,PBX3
hsa-miR-146a-5p,FANCM
hsa-miR-302c-5p,MAP4K4
hsa-miR-144-5p,TGIF1
hsa-miR-378a-3p,WNT10A
hsa-miR-101-5p,STMN1
hsa-miR-93-3p,MMP3
hsa-miR-143-3p,FAM83F
hsa-miR-136-5p,IL6
hsa-miR-18a-3p,ATM
hsa-miR-138-5p,CYTOR
hsa-miR-217,MTDH
hsa-miR-200b-5p,RHOA
hsa-miR-214-3p,SUFU
hsa-let-7b-5p,E2F2
hsa-miR-626,SLC7A5
hsa-miR-7-5p,SLC7A5
hsa-miR-16-5p,FGF2
hsa-miR-222-3p,CDKN1B
hsa-miR-33a-5p,NPC1
hsa-miR-33a-5p,CROT
hsa-miR-33a-5p,IRS2
hsa-miR-33a-5p,NFYC
hsa-miR-33a-5p,SRC
hsa-miR-33a-5p,NCOA3
hsa-miR-192-5p,ITGB1
hsa-miR-192-5p,ITGAV
hsa-miR-133a-3p,SP1
hsa-miR-101-3p,ZEB1
hsa-miR-612,AKT2
hsa-miR-145-5p,SP1
hsa-miR-133b,SP1
hsa-miR-320a,ITGB3
hsa-miR-203a-3p,PLD2
hsa-miR-101-3p,ZEB2
hsa-miR-15b-5p,PPM1D
hsa-miR-320a,SUZ12
hsa-miR-23a-3p,STAT3
hsa-miR-887-3p,PLD2
hsa-miR-3619-5p,PLD2
hsa-let-7a-5p,WNT1
hsa-miR-181c-5p,PTEN
hsa-miR-192-5p,ITGB3
hsa-miR-192-5p,CD47
hsa-miR-30c-5p,IL11
hsa-miR-199a-3p,MTOR
hsa-miR-204-5p,RAB22A
hsa-miR-204-5p,TCF12
hsa-miR-204-5p,CREB5
hsa-miR-204-5p,ELOVL6
hsa-miR-211-5p,CREB5
hsa-miR-211-5p,ELOVL6
hsa-miR-211-5p,TCF12
hsa-miR-211-5p,RAB22A
hsa-miR-410-3p,JAG2
hsa-miR-410-3p,NOTCH1
hsa-miR-410-3p,JAG1
hsa-miR-410-3p,HEY1
hsa-miR-410-3p,HES1
hsa-miR-199a-3p,MET
hsa-miR-338-3p,PREX2
hsa-miR-326,SMO
hsa-miR-29a-3p,KLF4
hsa-miR-223-3p,MEF2C
hsa-miR-223-3p,RHOB
hsa-miR-125a-5p,ARID3B
hsa-miR-196a-5p,NTN4
hsa-miR-24-3p,INSIG1
hsa-miR-194-5p,FOXM1
hsa-miR-520a-3p,HOXD8
hsa-miR-22-3p,LGALS1
hsa-miR-22-3p,HIF1A
hsa-miR-21-3p,PDCD4
hsa-miR-9-5p,CAMKK2
hsa-miR-9-5p,PRKAA1
hsa-miR-1236-3p,RORC
hsa-miR-17-5p,CYP7B1
hsa-let-7a-5p,PAK1
hsa-miR-144-3p,MTOR
hsa-miR-135b-3p,LATS2
hsa-miR-452-5p,BMI1
hsa-miR-452-5p,LEF1
hsa-miR-452-5p,TCF4
hsa-miR-200c-3p,NOTCH1
hsa-miR-182-5p,PLD1
hsa-miR-200a-3p,MFF
hsa-miR-191-5p,TMC7
hsa-miR-191-5p,IL1A
hsa-miR-191-5p,SOX4
hsa-miR-107,AGO1
hsa-let-7g-5p,AGO1
hsa-let-7e-5p,AGO1
hsa-let-7c-5p,AGO1
hsa-let-7b-5p,AGO1
hsa-let-7a-5p,AGO1
hsa-miR-103a-3p,AGO1
hsa-let-7d-5p,AGO1
hsa-let-7f-5p,AGO1
hsa-let-7i-5p,AGO1
hsa-miR-214-3p,CDK6
hsa-miR-214-3p,ALPK2
hsa-miR-214-3p,PAPPA
hsa-miR-940,ZNF24
hsa-miR-32-5p,KLF4
hsa-miR-34c-5p,MUC2
hsa-miR-194-5p,BMP1
hsa-miR-194-5p,CDKN1B
hsa-miR-218-5p,TFF1
hsa-miR-204-5p,SOX4
hsa-miR-155-5p,BACH1
hsa-miR-125b-5p,PPP1CA
hsa-miR-18a-5p,DICER1
hsa-miR-508-5p,ABCB1
hsa-miR-508-5p,ZNRD1
hsa-miR-181b-5p,FOS
hsa-miR-1258,HPSE
hsa-miR-18a-5p,PIAS3
hsa-miR-31-5p,RHOA
hsa-miR-24-3p,MYC
hsa-miR-10b-5p,HOXD10
hsa-miR-146b-5p,MMP16
hsa-miR-146b-5p,TRAF6
hsa-miR-92a-3p,BCL2L11
hsa-miR-32-5p,SLC45A3
hsa-miR-26a-5p,FGF9
hsa-miR-503-5p,PIK3R1
hsa-miR-503-5p,IKBKB
hsa-miR-9-5p,CXCR4
hsa-miR-338-3p,MACC1
hsa-miR-361-5p,SND1
hsa-miR-338-3p,ZEB2
hsa-miR-18a-5p,STK4
hsa-miR-92b-3p,SMAD3
hsa-miR-18a-5p,IRF2
hsa-miR-181b-5p,HK2
hsa-miR-27b-3p,CCNG1
hsa-miR-550a-3p,MAPK3
hsa-miR-550a-3p,MAPK1
hsa-miR-148a-3p,WNT1
hsa-miR-196a-5p,TGFBR2
hsa-miR-196b-5p,TGFBR2
hsa-miR-543,FBXO11
hsa-miR-489-3p,PROX1
hsa-miR-24-3p,PRDX6
hsa-miR-509-3-5p,PODXL
hsa-miR-148b-3p,SLC2A1
hsa-miR-885-5p,CTNNB1
hsa-miR-24-3p,PDGFRB
hsa-miR-101-3p,PTGER4
hsa-miR-197-3p,NSUN5
hsa-miR-126-3p,ADAM9
hsa-miR-150-5p,BIRC5
hsa-miR-203a-3p,SOCS3
hsa-miR-122-5p,GALNT10
hsa-miR-126-3p,PIK3R2
hsa-miR-381-3p,HDAC4
hsa-miR-637,AKT1
hsa-miR-199a-5p,FZD6
hsa-miR-200c-3p,UBQLN1
hsa-miR-645,IFIT2
hsa-miR-638,PLD1
hsa-miR-335-5p,TNC
hsa-miR-335-5p,SOX4
hsa-miR-375,TIMM8A
hsa-miR-424-5p,FGFR1
hsa-miR-503-5p,FGF2
hsa-miR-424-5p,FGF2
hsa-miR-503-5p,FGFR1
hsa-miR-302d-3p,LEFTY1
hsa-miR-302d-3p,LEFTY2
hsa-miR-302a-3p,LEFTY1
hsa-miR-302a-3p,LEFTY2
hsa-miR-375,LDHB
hsa-miR-200c-3p,CFL2
hsa-miR-200c-3p,CDH11
hsa-miR-200c-3p,SEC23A
hsa-miR-205-5p,PTPRM
hsa-miR-15a-5p,CCNE1
hsa-miR-195-5p,CCND1
hsa-miR-193b-3p,CCND1
hsa-miR-155-5p,TP53INP1
hsa-miR-584-5p,ROCK1
hsa-miR-192-5p,ALCAM
hsa-miR-122-5p,BCL2L2
hsa-miR-126-3p,SOX2
hsa-miR-17-5p,RBL2
hsa-miR-183-5p,AKAP12
hsa-miR-186-5p,AKAP12
hsa-miR-146a-5p,SMAD4
hsa-miR-126-3p,KRAS
hsa-miR-1285-3p,TGM2
hsa-miR-140-5p,DNMT1
hsa-miR-215-5p,ALCAM
